loan_number,installment_no,amount,paid_date,payment_method,currency,exchange_rate,reference_number,note
250937,8-2025,41.09,2025-08-22,ABA,USD,1,2509372,
250910,8-2025,18.38,2025-08-22,ABA,USD,1,2509102,
251338,8-2025,28.86,2025-08-22,ABA,USD,1,2513381,
250900,8-2025,94.86,2025-08-22,ABA,USD,1,2509002,
250957,8-2025,55.59,2025-08-22,ABA,USD,1,2509572,
240875,8-2025,37.49,2025-08-22,ABA,USD,1,2408758,
250919,8-2025,106.33,2025-08-22,ABA,USD,1,2509193,
251341,8-2025,39.06,2025-08-23,ABA,USD,1,2513411,
251677,8-2025,154.56,2025-08-23,ABA,USD,1,2516772,
251312,8-2025,111.63,2025-08-23,ABA,USD,1,2513121,
250206,8-2025,29.26,2025-08-23,ABA,USD,1,2502065,
250934,8-2025,41.81,2025-08-23,ABA,USD,1,2509342,
250912,8-2025,72.33,2025-08-23,ABA,USD,1,2509122,
250619,8-2025,78.33,2025-08-23,ABA,USD,1,2506193,
250931,8-2025,70.06,2025-08-23,ABA,USD,1,2509312,
250777,8-2025,43.19,2025-08-23,ABA,USD,1,2507772,
250904,8-2025,65.93,2025-08-23,ABA,USD,1,2509042,
250609,8-2025,73.16,2025-08-23,ABA,USD,1,2506093,
250601,8-2025,62.9,2025-08-23,ABA,USD,1,2506013,
250305,8-2025,70,2025-08-23,ABA,USD,1,2503054,
250328,8-2025,31.33,2025-08-23,ABA,USD,1,2503284,
250643,8-2025,55,2025-08-23,ABA,USD,1,2506433,
250991,8-2025,204.22,2025-08-23,ABA,USD,1,2509912,
250253,8-2025,31.94,2025-08-23,ABA,USD,1,2502534,
250534,8-2025,37.66,2025-08-23,ABA,USD,1,2505343,
241018,8-2025,52.91,2025-08-23,ABA,USD,1,2410187,
250938,8-2025,76.47,2025-08-23,ABA,USD,1,2509382,
250054,8-2025,96.89,2025-08-23,WING,USD,1,2500546,
251244,8-2025,49.39,2025-08-23,ABA,USD,1,2512441,
250085,8-2025,56.63,2025-08-23,ABA,USD,1,2500856,
250293,8-2025,43.19,2025-08-24,ABA,USD,1,2502934,
250441,8-2025,148.96,2025-08-24,ABA,USD,1,2504413,
250192,8-2025,20,2025-08-24,ABA,USD,1,2501925,
250586,8-2025,35.77,2025-08-24,ABA,USD,1,2505863,
251351,8-2025,33.18,2025-08-24,ABA,USD,1,2513511,
250559,8-2025,41.81,2025-08-24,ABA,USD,1,2505593,
251378,8-2025,67.99,2025-08-24,ABA,USD,1,2513781,
250965,8-2025,48.36,2025-08-24,ABA,USD,1,2509652,
251353,8-2025,40.58,2025-08-24,ABA,USD,1,2513531,
250610,8-2025,55.59,2025-08-24,Cash,USD,1,2506103,
250762,8-2025,72,2025-08-24,ABA,USD,1,2507623,
251371,8-2025,67.99,2025-08-24,ABA,USD,1,2513711,
251325,8-2025,49.72,2025-08-24,ABA,USD,1,2513251,
250334,8-2025,59.93,2025-08-24,ABA,USD,1,2503344,
250056,8-2025,69,2025-08-24,Cash,USD,1,2500566,
250726,8-2025,256.76,2025-08-24,Cash,USD,1,2507263,
250962,8-2025,60.61,2025-08-24,ABA,USD,1,2509623,
250097,8-2025,76.16,2025-08-24,ABA,USD,1,2500976,
251403,8-2025,63.86,2025-08-24,ABA,USD,1,2514032,
250605,8-2025,33.18,2025-08-24,ABA,USD,1,2506053,
250921,8-2025,39.34,2025-08-24,ABA,USD,1,2509212,
250952,8-2025,52.29,2025-08-24,ABA,USD,1,2509522,
250943,8-2025,78.03,2025-08-24,ABA,USD,1,2509432,
251382,8-2025,48.36,2025-08-24,ABA,USD,1,2513821,
250947,8-2025,38.11,2025-08-24,ABA,USD,1,2509472,
250948,8-2025,39.34,2025-08-24,ABA,USD,1,2509482,
250330,8-2025,57.84,2025-08-24,ABA,USD,1,2503304,
251348,8-2025,67.99,2025-08-24,ABA,USD,1,2513481,
250946,8-2025,44.39,2025-08-24,ABA,USD,1,2509462,
250826,8-2025,40.58,2025-08-25,ABA,USD,1,2508263,
251319,8-2025,55.59,2025-08-25,ABA,USD,1,2513191,
251349,8-2025,41.81,2025-08-25,ABA,USD,1,2513491,
251328,8-2025,39.06,2025-08-25,ABA,USD,1,2513281,
250577,8-2025,49.39,2025-08-25,ABA,USD,1,2505773,
251362,8-2025,79,2025-08-25,ABA,USD,1,2513621,
250332,8-2025,62,2025-08-25,ABA,USD,1,2503324,
251412,8-2025,55.59,2025-08-25,ABA,USD,1,2514121,
250589,8-2025,102.29,2025-08-25,Cash,USD,1,2505893,
250606,8-2025,178.06,2025-08-25,ACELEDA,USD,1,2506063,
250271,8-2025,61.99,2025-08-25,ABA,USD,1,2502714,
250331,8-2025,60,2025-08-25,ABA,USD,1,2503314,
250649,8-2025,64.63,2025-08-25,ABA,USD,1,2506493,
251374,8-2025,49.72,2025-08-25,ABA,USD,1,2513741,
251245,8-2025,41.81,2025-08-25,ABA,USD,1,2512452,
250607,9-2025,122.83,2025-09-25,ABA,USD,1,2506073,
250622,8-2025,50,2025-08-25,ABA,USD,1,2506223,
250620,8-2025,39.47,2025-08-25,ABA,USD,1,2506203,
251331,8-2025,47.33,2025-08-25,ABA,USD,1,2513311,
251590,8-2025,63.86,2025-08-25,ABA,USD,1,2515901,
250916,8-2025,55.99,2025-08-25,ABA,USD,1,2509162,
250333,8-2025,48.57,2025-08-25,ABA,USD,1,2503334,
250575,8-2025,83,2025-08-25,ABA,USD,1,2505753,
250890,8-2025,87,2025-08-25,ABA,USD,1,2508902,
250732,8-2025,110.16,2025-08-25,ABA,USD,1,2507323,
250128,8-2025,72.13,2025-08-25,ABA,USD,1,2501286,
251468,8-2025,51.89,2025-08-26,ABA,USD,1,2514681,
250500,8-2025,62,2025-08-26,ABA,USD,1,2505003,
250541,8-2025,43.17,2025-08-26,ABA,USD,1,2505413,
250612,8-2025,65.84,2025-08-26,ABA,USD,1,2506123,
250630,8-2025,65.93,2025-08-26,ABA,USD,1,2506303,
251449,8-2025,36.99,2025-08-26,ABA,USD,1,2514491,
250342,8-2025,35,2025-08-26,ABA,USD,1,2503424,
251163,8-2025,51.46,2025-08-26,ABA,USD,1,2511632,
250955,8-2025,70,2025-08-26,ABA,USD,1,2509552,
251375,8-2025,47.46,2025-08-26,ABA,USD,1,2513751,
250653,8-2025,31.83,2025-08-26,ABA,USD,1,2506533,
251361,8-2025,66.96,2025-08-26,ABA,USD,1,2513611,
250611,8-2025,39.34,2025-08-26,ACELEDA,USD,1,2506113,
251372,8-2025,66.96,2025-08-26,ABA,USD,1,2513721,
250093,8-2025,47.33,2025-08-26,ACELEDA,USD,1,2500936,
250365,8-2025,57.66,2025-08-26,ABA,USD,1,2503654,
251370,8-2025,188.46,2025-08-26,ABA,USD,1,2513701,
251385,8-2025,38.11,2025-08-26,ABA,USD,1,2513851,
250798,8-2025,49.34,2025-08-26,ABA,USD,1,2507982,
250976,8-2025,54.56,2025-08-26,ABA,USD,1,2509762,
250929,8-2025,33.79,2025-08-26,ABA,USD,1,2509292,
251347,8-2025,96.69,2025-08-26,ABA,USD,1,2513471,
251170,8-2025,53.53,2025-08-26,ABA,USD,1,2511702,
250625,8-2025,78.96,2025-08-26,ABA,USD,1,2506253,
250323,8-2025,65,2025-08-26,ABA,USD,1,2503234,
250354,8-2025,43.17,2025-08-26,Cash,USD,1,2503544,
251214,8-2025,41.81,2025-08-26,ABA,USD,1,2512142,
251343,8-2025,115.36,2025-08-26,ABA,USD,1,2513431,
251276,8-2025,53.53,2025-08-26,ABA,USD,1,2512761,
251277,8-2025,55.59,2025-08-26,ABA,USD,1,2512771,
250954,8-2025,64.96,2025-08-26,ABA,USD,1,2509542,
250985,8-2025,111.63,2025-08-26,ABA,USD,1,2509852,
251309,8-2025,63.86,2025-08-26,ABA,USD,1,2513091,
251369,8-2025,104.11,2025-08-26,ABA,USD,1,2513691,
251357,8-2025,107.89,2025-08-26,ABA,USD,1,2513571,
250932,8-2025,129.06,2025-08-26,ABA,USD,1,2509322,
250356,8-2025,29.48,2025-08-26,ACELEDA,USD,1,2503564,
250615,8-2025,120.83,2025-08-26,ABA,USD,1,2506153,
251373,8-2025,25.78,2025-08-26,ABA,USD,1,2513731,
250966,8-2025,40.58,2025-08-26,ABA,USD,1,2509662,
250408,8-2025,215.46,2025-08-26,ABA,USD,1,2504084,
250604,8-2025,73.16,2025-08-26,ABA,USD,1,2506043,
250211,8-2025,30.71,2025-08-26,ABA,USD,1,2502115,
250628,8-2025,145.23,2025-08-26,ABA,USD,1,2506283,
250344,8-2025,63.86,2025-08-26,ABA,USD,1,2503444,
250621,8-2025,40.97,2025-08-26,WING,USD,1,2506213,
250616,8-2025,106.23,2025-08-26,ABA,USD,1,2506163,
250373,8-2025,63.86,2025-08-26,ABA,USD,1,2503734,
251701,8-2025,349,2025-08-26,ABA,USD,1,2517011,
250602,8-2025,98.31,2025-08-27,ACELEDA,USD,1,2506023,
251000,8-2025,51,2025-08-27,ABA,USD,1,2510002,
250986,8-2025,51.46,2025-08-27,ABA,USD,1,2509862,
250518,8-2025,33.18,2025-08-27,ABA,USD,1,2505183,
250372,8-2025,63.86,2025-08-27,ABA,USD,1,2503724,
250960,8-2025,62.83,2025-08-27,ABA,USD,1,2509602,
251532,8-2025,76.56,2025-08-27,ABA,USD,1,2515321,
250587,8-2025,56.14,2025-08-27,ACELEDA,USD,1,2505873,
250591,8-2025,64.63,2025-08-27,ABA,USD,1,2505913,
250193,8-2025,31.45,2025-08-27,ACELEDA,USD,1,2501935,
251377,8-2025,70.6,2025-08-27,ABA,USD,1,2513771,
251384,8-2025,122.83,2025-08-27,ABA,USD,1,2513841,
251010,8-2025,49.39,2025-08-27,ABA,USD,1,2510102,
250376,8-2025,79.94,2025-08-27,ACELEDA,USD,1,2503764,
251001,8-2025,107.76,2025-08-27,ABA,USD,1,2510012,
251364,8-2025,70.06,2025-08-27,ABA,USD,1,2513641,
250198,8-2025,86.98,2025-08-27,Cash,USD,1,2501985,
251771,8-2025,28.24,2025-08-27,Cash,USD,1,2517711,
250926,8-2025,98.56,2025-08-27,ABA,USD,1,2509262,
250340,8-2025,135,2025-08-27,ABA,USD,1,2503404,
250970,8-2025,56.63,2025-08-27,ABA,USD,1,2509702,
250958,8-2025,78.81,2025-08-27,ABA,USD,1,2509582,
250623,8-2025,41.81,2025-08-27,ABA,USD,1,2506233,
250975,8-2025,24.54,2025-08-27,ABA,USD,1,2509752,
251386,8-2025,40.58,2025-08-27,ABA,USD,1,2513861,
250530,8-2025,53.53,2025-08-27,ABA,USD,1,2505303,
250105,8-2025,34.41,2025-08-27,ABA,USD,1,2501056,
251397,8-2025,60,2025-08-27,ABA,USD,1,2513971,
250203,8-2025,50.43,2025-08-27,ABA,USD,1,2502035,
250229,8-2025,57.66,2025-08-27,ACELEDA,USD,1,2502294,
251410,8-2025,86.59,2025-08-27,ABA,USD,1,2514101,
251511,8-2025,67.86,2025-08-27,ABA,USD,1,2515111,
250481,8-2025,45.26,2025-08-27,ABA,USD,1,2504813,
250634,8-2025,34.93,2025-08-28,WING,USD,1,2506343,
251379,8-2025,40.58,2025-08-28,ABA,USD,1,2513791,
250598,8-2025,48,2025-08-28,ABA,USD,1,2505983,
250350,8-2025,51.68,2025-08-28,ABA,USD,1,2503504,
251008,8-2025,47.33,2025-08-28,ABA,USD,1,2510082,
251380,8-2025,107.89,2025-08-28,ABA,USD,1,2513801,
250157,8-2025,34.93,2025-08-28,ABA,USD,1,2501575,
251435,8-2025,67.99,2025-08-28,ABA,USD,1,2514351,
250618,8-2025,56.63,2025-08-28,ABA,USD,1,2506183,
241008,8-2025,35.64,2025-08-28,ABA,USD,1,2410087,
250366,8-2025,45.47,2025-08-28,ACELEDA,USD,1,2503664,
251393,8-2025,59.73,2025-08-28,ABA,USD,1,2513931,
250939,8-2025,59.52,2025-08-28,ABA,USD,1,2509392,
251398,8-2025,70.06,2025-08-28,ABA,USD,1,2513981,
250632,8-2025,60.89,2025-08-28,ABA,USD,1,2506323,
251387,8-2025,30.71,2025-08-28,ABA,USD,1,2513871,
250733,8-2025,137.32,2025-08-28,ABA,USD,1,2507333,
250995,8-2025,47,2025-08-28,ABA,USD,1,2509952,
250989,8-2025,25,2025-08-28,ABA,USD,1,2509892,
250100,8-2025,44.39,2025-08-28,ABA,USD,1,2501006,
250973,8-2025,59.08,2025-08-28,ABA,USD,1,2509732,
251500,8-2025,41.81,2025-08-28,ABA,USD,1,2515001,
250980,8-2025,41.81,2025-08-28,ABA,USD,1,2509802,
250980,8-2025,41.81,2025-08-28,ABA,USD,1,2509803,
251368,8-2025,30,2025-08-28,ABA,USD,1,2513681,
250394,8-2025,78.01,2025-08-28,ABA,USD,1,2503944,
250303,8-2025,23.31,2025-08-28,ABA,USD,1,2503034,
250978,8-2025,82.46,2025-08-28,ABA,USD,1,2509782,
250977,8-2025,40.58,2025-08-28,ABA,USD,1,2509772,
250983,8-2025,51.94,2025-08-28,ABA,USD,1,2509832,
250792,8-2025,94.83,2025-08-28,ABA,USD,1,2507923,
250963,8-2025,51.46,2025-08-28,ABA,USD,1,2509632,
250361,8-2025,38.23,2025-08-28,ABA,USD,1,2503614,
250984,8-2025,134.46,2025-08-28,ABA,USD,1,2509842,
250107,8-2025,44.89,2025-08-28,ABA,USD,1,2501076,
250884,8-2025,324.31,2025-08-28,ABA,USD,1,2508842,
251671,8-2025,329,2025-08-28,ABA,USD,1,2516711,
250637,8-2025,70.06,2025-08-29,ABA,USD,1,2506373,
250967,8-2025,50,2025-08-29,ABA,USD,1,2509672,
250370,8-2025,59.76,2025-08-29,ABA,USD,1,2503704,
250993,8-2025,67.99,2025-08-29,ABA,USD,1,2509932,
250996,8-2025,55.59,2025-08-29,ABA,USD,1,2509962,
251541,8-2025,43.04,2025-08-29,ABA,USD,1,2515411,
251111,8-2025,49.34,2025-08-29,ABA,USD,1,2511112,
250994,8-2025,29.48,2025-08-29,ABA,USD,1,2509942,
250444,8-2025,55.38,2025-08-29,ABA,USD,1,2504445,
251404,8-2025,88.66,2025-08-29,ABA,USD,1,2514041,
250652,8-2025,139.63,2025-08-29,ABA,USD,1,2506523,
250502,8-2025,67.99,2025-08-29,ABA,USD,1,2505026,
250642,8-2025,57.66,2025-08-29,ABA,USD,1,2506423,
240900,8-2025,20.84,2025-08-29,ABA,USD,1,2409009,
250631,8-2025,73,2025-08-29,ABA,USD,1,2506313,
250667,8-2025,49.39,2025-08-29,ABA,USD,1,2506673,
251366,8-2025,80,2025-08-29,ABA,USD,1,2513661,
250145,8-2025,78.53,2025-08-29,ABA,USD,1,2501456,
251023,8-2025,70.06,2025-08-29,ABA,USD,1,2510232,
250568,8-2025,76.26,2025-08-29,ABA,USD,1,2505683,
251217,8-2025,83.81,2025-08-29,ABA,USD,1,2512172,
251026,8-2025,74.67,2025-08-29,ABA,USD,1,2510262,
251003,8-2025,38.11,2025-08-29,ABA,USD,1,2510032,
251408,8-2025,67.99,2025-08-29,ABA,USD,1,2514081,
250627,8-2025,41.81,2025-08-29,ABA,USD,1,2506273,
250964,8-2025,51.23,2025-08-29,ABA,USD,1,2509642,
250353,8-2025,39.34,2025-08-29,ACELEDA,USD,1,2503534,
251296,8-2025,51.46,2025-08-29,ABA,USD,1,2512961,
250523,8-2025,58,2025-08-29,ABA,USD,1,2505234,
251062,8-2025,314.49,2025-08-29,ABA,USD,1,2510622,
250209,8-2025,50.43,2025-08-30,ABA,USD,1,2502095,
250379,8-2025,47.48,2025-08-30,ABA,USD,1,2503794,
251409,8-2025,71.09,2025-08-30,ABA,USD,1,2514091,
251002,8-2025,35.64,2025-08-30,ABA,USD,1,2510022,
250225,8-2025,48.96,2025-08-30,ABA,USD,1,2502255,
251019,8-2025,61.54,2025-08-30,ABA,USD,1,2510192,
251016,8-2025,70,2025-08-30,ABA,USD,1,2510162,
250405,8-2025,63.86,2025-08-30,ABA,USD,1,2504055,
250936,8-2025,70.56,2025-08-30,ABA,USD,1,2509362,
250191,8-2025,50,2025-08-30,ABA,USD,1,2501915,
250588,8-2025,45.51,2025-08-30,ABA,USD,1,2505883,
250657,8-2025,36.88,2025-08-30,ABA,USD,1,2506573,
251406,8-2025,70.6,2025-08-30,ABA,USD,1,2514061,
250999,8-2025,41.13,2025-08-30,ABA,USD,1,2509992,
251509,8-2025,32.86,2025-08-30,ABA,USD,1,2515091,
251006,8-2025,74.16,2025-08-30,ABA,USD,1,2510062,
251461,8-2025,35.03,2025-08-30,ABA,USD,1,2514611,
250647,8-2025,70.06,2025-08-30,ABA,USD,1,2506472,បង់តាំងពីថ្ងៃទី២៩
250647,8-2025,70.06,2025-08-30,ABA,USD,1,2506473,
250395,8-2025,49.83,2025-08-30,ABA,USD,1,2503954,
251005,8-2025,58.69,2025-08-30,ABA,USD,1,2510052,
250156,8-2025,74.19,2025-08-30,ABA,USD,1,2501566,
250849,8-2025,45.51,2025-08-30,ABA,USD,1,2508493,
251388,8-2025,50.43,2025-08-30,ABA,USD,1,2513881,
250686,8-2025,68.33,2025-08-30,ABA,USD,1,2506863,
251418,8-2025,65.93,2025-08-30,ABA,USD,1,2514181,
250403,8-2025,63.86,2025-08-31,ABA,USD,1,2504034,
251018,8-2025,28.24,2025-08-31,ABA,USD,1,2510182,
251050,8-2025,63.86,2025-08-31,ABA,USD,1,2510502,
251032,8-2025,40.58,2025-08-31,ABA,USD,1,2510322,
250665,8-2025,67.99,2025-08-31,ABA,USD,1,2506653,
251025,8-2025,55.63,2025-08-31,ABA,USD,1,2510252,
251520,8-2025,134.03,2025-08-31,ABA,USD,1,2515201,
250397,8-2025,54.56,2025-08-31,ABA,USD,1,2503974,
250662,8-2025,51.15,2025-08-31,ABA,USD,1,2506623,
250659,8-2025,88.11,2025-08-31,ABA,USD,1,2506593,
250263,8-2025,70,2025-08-31,ABA,USD,1,2502635,
250987,8-2025,54.29,2025-08-31,ABA,USD,1,2509872,
240949,8-2025,37.79,2025-08-31,ABA,USD,1,2409498,
251411,8-2025,150.96,2025-08-31,ABA,USD,1,2514111,
250646,8-2025,59.73,2025-08-31,ABA,USD,1,2506463,
251413,8-2025,28.24,2025-08-31,ABA,USD,1,2514131,
250711,8-2025,61.54,2025-08-31,ABA,USD,1,2507113,
250380,8-2025,63.86,2025-08-31,ABA,USD,1,2503804,
251112,8-2025,34.41,2025-08-31,ABA,USD,1,2511122,
250636,8-2025,70.6,2025-08-31,ABA,USD,1,2506363,
250708,8-2025,41.19,2025-08-31,ABA,USD,1,2507083,
251029,8-2025,74.19,2025-08-31,ABA,USD,1,2510292,
251199,8-2025,62.54,2025-08-31,ABA,USD,1,2511992,
250217,8-2025,98,2025-08-31,ABA,USD,1,2502175,
250656,8-2025,53.53,2025-08-31,ABA,USD,1,2506563,
250663,8-2025,126.89,2025-08-31,ABA,USD,1,2506633,
250688,8-2025,45.51,2025-08-31,ABA,USD,1,2506883,
250644,8-2025,57.35,2025-08-31,WING,USD,1,2506443,
250345,8-2025,51.46,2025-08-31,ABA,USD,1,2503454,
250658,8-2025,49.83,2025-08-31,ABA,USD,1,2506583,
251044,8-2025,92.96,2025-08-31,ABA,USD,1,2510442,
250660,8-2025,54.29,2025-08-31,ABA,USD,1,2506603,
250584,8-2025,64.89,2025-08-31,ABA,USD,1,2505843,
251390,8-2025,314.78,2025-08-31,ABA,USD,1,2513902,
250168,9-2025,54.56,2025-09-01,ABA,USD,1,2501686,
251063,9-2025,40.75,2025-09-01,Cash,USD,1,2510632,
251014,9-2025,95.8,2025-09-01,Cash,USD,1,2510142,
250230,9-2025,41.5,2025-09-01,Cash,USD,1,2502305,
251020,9-2025,277.56,2025-09-01,ABA,USD,1,2510202,
250639,9-2025,126.56,2025-09-05,ABA,USD,1,2506393,
251265,9-2025,67.99,2025-09-01,ABA,USD,1,2512652,
251007,9-2025,77.58,2025-09-01,ABA,USD,1,2510072,
251577,9-2025,248.56,2025-09-01,ABA,USD,1,2515771,
250383,9-2025,50.63,2025-09-01,ABA,USD,1,2503834,
251419,9-2025,107.89,2025-09-01,ABA,USD,1,2514191,
251094,9-2025,49.21,2025-09-01,ABA,USD,1,2510942,
251417,9-2025,70.56,2025-09-01,ABA,USD,1,2514171,
250558,9-2025,59.76,2025-09-01,ABA,USD,1,2505584,
250990,9-2025,41.81,2025-09-01,ABA,USD,1,2509902,
251024,9-2025,41.81,2025-09-01,ABA,USD,1,2510242,
251437,9-2025,74.19,2025-09-01,ABA,USD,1,2514371,
250374,9-2025,63.86,2025-09-01,ABA,USD,1,2503744,
250037,9-2025,245,2025-09-01,ABA,USD,1,2500375,
250351,9-2025,53,2025-09-01,Cash,USD,1,2503514,
240952,9-2025,107,2025-09-01,Cash,USD,1,2409528,
250974,9-2025,113.17,2025-09-01,ABA,USD,1,2509742,
251517,9-2025,53.25,2025-09-01,ABA,USD,1,2515171,
250561,9-2025,56,2025-09-01,ABA,USD,1,2505613,
250988,9-2025,111.63,2025-09-01,ABA,USD,1,2509882,
251028,9-2025,52.85,2025-09-01,ABA,USD,1,2510282,
251420,9-2025,40.58,2025-09-01,ABA,USD,1,2514201,
250576,9-2025,237,2025-09-01,ABA,USD,1,2505764,
251047,9-2025,100,2025-09-01,ABA,USD,1,2510472,
251668,9-2025,64.19,2025-09-01,ABA,USD,1,2516681,
251431,9-2025,300.56,2025-09-01,ABA,USD,1,2514311,
251613,9-2025,40.58,2025-09-01,ABA,USD,1,2516131,
251224,9-2025,74.19,2025-09-01,ABA,USD,1,2512242,
251595,9-2025,54.56,2025-09-01,ABA,USD,1,2515951,
251546,9-2025,41.81,2025-09-01,ABA,USD,1,2515461,
251090,9-2025,43.04,2025-09-01,ABA,USD,1,2510902,
251750,9-2025,300,2025-09-01,ABA,USD,1,2517501,
250223,9-2025,59.93,2025-09-04,ABA,USD,1,2502235,
250213,9-2025,39.06,2025-09-01,ABA,USD,1,2502136,
250680,9-2025,75.11,2025-09-01,ABA,USD,1,2506803,
250752,9-2025,53.53,2025-09-01,ABA,USD,1,2507522,
251664,9-2025,77.58,2025-09-01,ABA,USD,1,2516641,
250715,9-2025,76.26,2025-09-10,ABA,USD,1,2507153,
251064,9-2025,39.92,2025-09-01,Cash,USD,1,2510642,
251430,9-2025,70.06,2025-09-01,ABA,USD,1,2514301,
250124,9-2025,56.63,2025-09-01,ABA,USD,1,2501246,
251703,9-2025,55,2025-09-01,Cash,USD,1,2517031,
250486,9-2025,47.36,2025-09-02,ABA,USD,1,2504864,
250696,9-2025,67.99,2025-09-02,ABA,USD,1,2506963,
251472,9-2025,58.69,2025-09-02,ABA,USD,1,2514721,
251011,9-2025,126.56,2025-09-02,ABA,USD,1,2510112,
250411,9-2025,51.67,2025-09-02,ABA,USD,1,2504114,
251429,9-2025,50.96,2025-09-02,ABA,USD,1,2514291,
251040,9-2025,78.03,2025-09-02,ABA,USD,1,2510402,
251045,9-2025,41.81,2025-09-02,ABA,USD,1,2510452,
251424,9-2025,70.06,2025-09-02,ABA,USD,1,2514241,
251448,9-2025,89.23,2025-09-02,ABA,USD,1,2514481,
251046,9-2025,28.24,2025-09-02,ABA,USD,1,2510462,
250038,9-2025,52.5,2025-09-02,Cash,USD,1,2500387,
250491,9-2025,75.73,2025-09-02,ABA,USD,1,2504914,
251041,9-2025,67.99,2025-09-02,ABA,USD,1,2510412,
251570,9-2025,135.89,2025-09-02,ABA,USD,1,2515701,
250700,9-2025,75.73,2025-09-02,ABA,USD,1,2507003,
250714,9-2025,36.88,2025-09-02,ABA,USD,1,2507143,
250767,9-2025,119,2025-09-02,ABA,USD,1,2507673,
251030,9-2025,36.99,2025-09-02,ABA,USD,1,2510302,
251647,9-2025,54.56,2025-09-02,ABA,USD,1,2516471,
251021,9-2025,55.59,2025-09-02,ABA,USD,1,2510212,
251436,9-2025,28.89,2025-09-02,ABA,USD,1,2514361,
251017,9-2025,40.56,2025-09-02,ABA,USD,1,2510172,
251451,9-2025,59.73,2025-09-02,ABA,USD,1,2514511,
251423,9-2025,33.18,2025-09-02,ABA,USD,1,2514231,
250997,9-2025,117.23,2025-09-02,ABA,USD,1,2509972,
250678,9-2025,56.63,2025-09-02,ABA,USD,1,2506783,
251433,9-2025,28.86,2025-09-02,ABA,USD,1,2514331,
250949,9-2025,105.36,2025-09-02,ABA,USD,1,2509493,
250358,9-2025,63.51,2025-09-02,ACELEDA,USD,1,2503584,
250592,9-2025,56.63,2025-09-02,ACELEDA,USD,1,2505924,
250654,9-2025,51.68,2025-09-02,ABA,USD,1,2506543,
251038,9-2025,70.24,2025-09-02,ABA,USD,1,2510382,
250685,9-2025,39.34,2025-09-02,ABA,USD,1,2506853,
250111,9-2025,75.23,2025-09-02,ABA,USD,1,2501115,
250426,9-2025,132.06,2025-09-02,ABA,USD,1,2504264,
251274,9-2025,41.81,2025-09-02,ABA,USD,1,2512742,
251272,9-2025,98.56,2025-09-02,ABA,USD,1,2512722,
251407,9-2025,81.28,2025-09-02,ABA,USD,1,2514071,
251012,9-2025,46.74,2025-09-02,ABA,USD,1,2510122,
251439,9-2025,40.58,2025-09-02,Cash,USD,1,2514391,
251037,9-2025,107.46,2025-09-02,ABA,USD,1,2510372,
251396,9-2025,90.75,2025-09-02,ABA,USD,1,2513961,
250684,9-2025,45.51,2025-09-02,ABA,USD,1,2506843,
250596,9-2025,24.08,2025-09-02,ABA,USD,1,2505963,
250782,9-2025,49.39,2025-09-02,ABA,USD,1,2507823,
250982,9-2025,51.68,2025-09-02,ABA,USD,1,2509822,
251421,9-2025,36.88,2025-09-02,ABA,USD,1,2514211,
250677,9-2025,110.2,2025-09-02,ABA,USD,1,2506773,
251545,9-2025,70.06,2025-09-02,ABA,USD,1,2515451,
250215,9-2025,48.17,2025-09-02,ABA,USD,1,2502155,
250674,9-2025,57.84,2025-09-02,ABA,USD,1,2506743,
240809,9-2025,25,2025-09-02,ABA,USD,1,2408099,
240876,9-2025,54,2025-09-02,ABA,USD,1,2408769,
250829,9-2025,38.36,2025-09-02,ABA,USD,1,2508293,
251630,9-2025,33.18,2025-09-02,ABA,USD,1,2516301,
250020,9-2025,49.39,2025-09-02,WING,USD,1,2500205,
250671,9-2025,46.74,2025-09-02,ABA,USD,1,2506713,
250402,9-2025,40.3,2025-09-02,ABA,USD,1,2504024,
251425,9-2025,126.56,2025-09-02,ABA,USD,1,2514251,
240850,9-2025,45.94,2025-09-02,ABA,USD,1,2408509,
250132,9-2025,92.79,2025-09-02,Cash,USD,1,2501326,
250123,9-2025,60.76,2025-09-02,ABA,USD,1,2501236,
240941,9-2025,65.84,2025-09-02,ABA,USD,1,2409418,
251799,9-2025,359,2025-09-02,ABA,USD,1,2517991,
250361,9-2025,61.66,2025-09-03,ABA,USD,1,2503615,ដកការប្រាក់អោយ
250689,9-2025,47.33,2025-09-03,ABA,USD,1,2506893,
240684,9-2025,76.5,2025-09-03,Cash,USD,1,24068411,
251089,9-2025,182.41,2025-09-03,ABA,USD,1,2510892,
251747,9-2025,40.58,2025-09-03,ABA,USD,1,2517471,
250407,9-2025,35.77,2025-09-03,ABA,USD,1,2504074,
251458,9-2025,30.71,2025-09-03,ABA,USD,1,2514581,
251688,9-2025,47.69,2025-09-03,ABA,USD,1,2516881,
251048,9-2025,40.8,2025-09-03,ABA,USD,1,2510482,
250313,9-2025,19.61,2025-09-03,ABA,USD,1,2503134,
251061,9-2025,63.86,2025-09-03,ABA,USD,1,2510612,
250712,9-2025,57.66,2025-09-03,ABA,USD,1,2507123,
250736,9-2025,67.71,2025-09-03,ABA,USD,1,2507363,
251076,9-2025,39.06,2025-09-03,ABA,USD,1,2510762,
250445,9-2025,55.59,2025-09-03,ABA,USD,1,2504454,
250706,9-2025,107.89,2025-09-03,ABA,USD,1,2507063,
250121,9-2025,113.46,2025-09-03,ABA,USD,1,2501216,
